18,Volkswagen Group,Germany,$278.2 B,$14 B,$553.5 B,$92 B,https://www.forbes.com/companies/volkswagen-group/?list=global2000
19,Chevron,United States,$158.7 B,$14.8 B,$253.9 B,$228.3 B,https://www.forbes.com/companies/chevron/?list=global2000
20,Verizon Communications,United States,$130.9 B,$15.5 B,$264.8 B,$239.7 B,https://www.forbes.com/companies/verizon-communications/?list=global2000
21,HSBC Holdings,United Kingdom,$64.3 B,$13.7 B,$2,558.1 B,$175.5 B,https://www.forbes.com/companies/hsbc-holdings/?list=global2000
22,PetroChina,China,$322.8 B,$8 B,$354.3 B,$198.7 B,https://www.forbes.com/companies/petrochina/?list=global2000
23,Allianz,Germany,$118.8 B,$8.8 B,$1,060.2 B,$102.3 B,https://www.forbes.com/companies/allianz/?list=global2000
24,BP,United Kingdom,$299.1 B,$9.3 B,$282.2 B,$149.5 B,https://www.forbes.com/companies/bp/?list=global2000
25,Total,France,$184.2 B,$11.4 B,$256.8 B,$149.5 B,https://www.forbes.com/companies/total/?list=global2000
26,Berkshire Hathaway,United States,$247.8 B,$4 B,$707.8 B,$516.4 B,https://www.forbes.com/companies/berkshire-hathaway/?list=global2000
27,China Mobile,Hong Kong,$111.8 B,$17.9 B,$223.7 B,$197.6 B,https://www.forbes.com/companies/china-mobile/?list=global2000
28,Amazon,United States,$232.9 B,$10.1 B,$162.6 B,$916.1 B,https://www.forbes.com/companies/amazon/?list=global2000
29,Walmart,United States,$514.4 B,$6.7 B,$219.3 B,$296.1 B,https://www.forbes.com/companies/walmart/?list=global2000
30,Santander,Spain,$89.5 B,$9.2 B,$1,668.2 B,$84.1 B,https://www.forbes.com/companies/santander/?list=global2000
31,China Merchants Bank,China,$54.9 B,$12.3 B,$982.5 B,$130.4 B,https://www.forbes.com/companies/china-merchants-bank/?list=global2000
32,UnitedHealth Group,United States,$231.4 B,$12.6 B,$161.2 B,$212.8 B,https://www.forbes.com/companies/unitedhealth-group/?list=global2000
33,Comcast,United States,$94.5 B,$11.7 B,$251.7 B,$192 B,https://www.forbes.com/companies/comcast/?list=global2000
34,BNP Paribas,France,$101.6 B,$8.4 B,$2,333 B,$68.7 B,https://www.forbes.com/companies/bnp-paribas/?list=global2000
35,Sinopec,China,$399.7 B,$9.5 B,$233 B,$105.6 B,https://www.forbes.com/companies/sinopec/?list=global2000
36,Softbank,Japan,$86.2 B,$13.9 B,$332.3 B,$112.4 B,https://www.forbes.com/companies/softbank/?list=global2000
37,Daimler,Germany,$197.4 B,$8.6 B,$321.9 B,$71.3 B,https://www.forbes.com/companies/daimler/?list=global2000
37,Johnson &amp; Johnson,United States,$81.6 B,$14.7 B,$153 B,$366.2 B,https://www.forbes.com/companies/johnson-johnson/?list=global2000
39,Bank of Communications,China,$64.8 B,$11.2 B,$1,388.2 B,$63.6 B,https://www.forbes.com/companies/bank-of-communications/?list=global2000
40,Gazprom,Russia,$128.4 B,$18.9 B,$305.9 B,$59.9 B,https://www.forbes.com/companies/gazprom/?list=global2000
41,RBC,Canada,$46.3 B,$9.6 B,$1,040.3 B,$114.9 B,https://www.forbes.com/companies/rbc/?list=global2000
42,Nestle,Switzerland,$93.4 B,$10.4 B,$139 B,$281.3 B,https://www.forbes.com/companies/nestle/?list=global2000
43,Mitsubishi UFJ Financial,Japan,$53.7 B,$9 B,$2,799.9 B,$65 B,https://www.forbes.com/companies/mitsubishi-ufj-financial/?list=global2000
44,Intel,United States,$70.8 B,$21.1 B,$128 B,$263.1 B,https://www.forbes.com/companies/intel/?list=global2000
45,Goldman Sachs Group,United States,$51 B,$9.9 B,$925 B,$75.5 B,https://www.forbes.com/companies/goldman-sachs-group/?list=global2000
46,TD Bank Group,Canada,$42.5 B,$8.7 B,$1,007 B,$103.8 B,https://www.forbes.com/companies/td-bank-group/?list=global2000
47,Sberbank,Russia,$51.6 B,$13.3 B,$449.7 B,$78.5 B,https://www.forbes.com/companies/sberbank/?list=global2000
48,Morgan Stanley,United States,$50.9 B,$8.5 B,$876 B,$80.2 B,https://www.forbes.com/companies/morgan-stanley/?list=global2000
49,Boeing,United States,$101.1 B,$10.5 B,$117.4 B,$214.5 B,https://www.forbes.com/companies/boeing/?list=global2000
50,Petrobras,Brazil,$95.7 B,$7.1 B,$222 B,$91.2 B,https://www.forbes.com/companies/petrobras/?list=global2000
51,Nippon Telegraph &amp; Tel,Japan,$107.5 B,$8.7 B,$199.6 B,$80.2 B,https://www.forbes.com/companies/nippon-tel-tel/?list=global2000
52,Rosneft,Russia,$112.9 B,$8.7 B,$191.3 B,$72.2 B,https://www.forbes.com/companies/rosneft/?list=global2000
53,Procter &amp; Gamble,United States,$66.9 B,$10.8 B,$123.7 B,$265.3 B,https://www.forbes.com/companies/procter-gamble/?list=global2000
54,Pfizer,United States,$53.6 B,$11.2 B,$159.4 B,$218.6 B,https://www.forbes.com/companies/pfizer/?list=global2000
55,Industrial Bank,China,$49.7 B,$9.3 B,$951 B,$62.4 B,https://www.forbes.com/companies/industrial-bank/?list=global2000
56,General Motors,United States,$147 B,$8.1 B,$227.3 B,$56.8 B,https://www.forbes.com/companies/general-motors/?list=global2000
57,BMW Group,Germany,$115 B,$8.4 B,$238.9 B,$57.5 B,https://www.forbes.com/companies/bmw-group/?list=global2000
58,Itaú Unibanco Holding,Brazil,$53.8 B,$6.8 B,$383.2 B,$80.8 B,https://www.forbes.com/companies/itau-unibanco-holding/?list=global2000
59,Alibaba,China,$51.9 B,$10.3 B,$133.7 B,$480.8 B,https://www.forbes.com/companies/alibaba/?list=global2000
60,IBM,United States,$78.7 B,$8.6 B,$130.9 B,$124.9 B,https://www.forbes.com/companies/ibm/?list=global2000
60,Novartis,Switzerland,$51.9 B,$12.6 B,$145.6 B,$175.6 B,https://www.forbes.com/companies/novartis/?list=global2000
60,Postal Savings Bank Of China (PSBC),China,$61 B,$8 B,$1,386.1 B,$48.8 B,https://www.forbes.com/companies/postal-savings-bank-of-china/?list=global2000
63,Facebook,United States,$55.8 B,$22.1 B,$97.3 B,$512 B,https://www.forbes.com/companies/facebook/?list=global2000
64,Siemens,Germany,$98.3 B,$5.5 B,$164.2 B,$97 B,https://www.forbes.com/companies/siemens/?list=global2000
65,Shanghai Pudong Development,China,$50 B,$8.5 B,$916.1 B,$52.1 B,https://www.forbes.com/companies/shanghai-pudong-development/?list=global2000
66,Japan Post Holdings,Japan,$115.6 B,$4.3 B,$2,619.7 B,$44.5 B,https://www.forbes.com/companies/japan-post-holdings/?list=global2000
67,Sumitomo Mitsui Financial,Japan,$52.5 B,$6.6 B,$1,841.1 B,$50.9 B,https://www.forbes.com/companies/sumitomo-mitsui-financial/?list=global2000
68,Banco Bradesco,Brazil,$62.6 B,$5.2 B,$332.1 B,$70.7 B,https://www.forbes.com/companies/banco-bradesco/?list=global2000
69,Anheuser-Busch InBev,Belgium,$54.6 B,$4.3 B,$233.8 B,$175.7 B,https://www.forbes.com/companies/anheuser-busch-inbev/?list=global2000
70,Walt Disney,United States,$59.4 B,$11 B,$99.9 B,$238.1 B,https://www.forbes.com/companies/walt-disney/?list=global2000
71,Reliance Industries,India,$79.7 B,$5.6 B,$124.6 B,$126.4 B,https://www.forbes.com/companies/reliance-industries/?list=global2000
72,CITIC,Hong Kong,$68 B,$6.4 B,$978.5 B,$43.6 B,https://www.forbes.com/companies/citic/?list=global2000
73,Sony,Japan,$76.9 B,$7.3 B,$190.7 B,$60.1 B,https://www.forbes.com/companies/sony/?list=global2000
74,Cisco Systems,United States,$50.8 B,$12.9 B,$102.5 B,$248.3 B,https://www.forbes.com/companies/cisco-systems/?list=global2000
74,Tencent Holdings,China,$47.2 B,$11.9 B,$105.4 B,$472.1 B,https://www.forbes.com/companies/tencent-holdings/?list=global2000
76,Honda Motor,Japan,$142.6 B,$6.6 B,$180.9 B,$50.5 B,https://www.forbes.com/companies/honda-motor/?list=global2000
77,Enel,Italy,$86.3 B,$5.7 B,$189.1 B,$63.1 B,https://www.forbes.com/companies/enel/?list=global2000
78,United Technologies,United States,$66.5 B,$5.3 B,$134.2 B,$118.1 B,https://www.forbes.com/companies/united-technologies/?list=global2000
79,Commonwealth Bank,Australia,$31.4 B,$6.7 B,$690.2 B,$92.8 B,https://www.forbes.com/companies/commonwealth-bank/?list=global2000
80,China State Construction Engineering,China,$178.8 B,$5.8 B,$271.4 B,$41 B,https://www.forbes.com/companies/china-state-construction-engineering/?list=global2000
81,DowDuPont,United States,$86 B,$3.8 B,$188 B,$87.6 B,https://www.forbes.com/companies/dowdupont/?list=global2000
82,Equinor,Norway,$77.9 B,$7.6 B,$112.5 B,$77.6 B,https://www.forbes.com/companies/equinor/?list=global2000
83,American Express,United States,$43.3 B,$6.9 B,$188.6 B,$95.3 B,https://www.forbes.com/companies/american-express/?list=global2000
84,MetLife,United States,$66.9 B,$5.1 B,$692.5 B,$43.4 B,https://www.forbes.com/companies/metlife/?list=global2000
85,AXA Group,France,$139.7 B,$2.2 B,$1,034.5 B,$63.6 B,https://www.forbes.com/companies/axa-group/?list=global2000
86,PepsiCo,United States,$65 B,$12.6 B,$75.5 B,$178.2 B,https://www.forbes.com/companies/pepsico/?list=global2000
87,Bank of Nova Scotia,Canada,$32.4 B,$6.4 B,$787.5 B,$67.1 B,https://www.forbes.com/companies/bank-of-nova-scotia/?list=global2000
88,Roche Holding,Switzerland,$58.1 B,$10.7 B,$79.6 B,$222 B,https://www.forbes.com/companies/roche-holding/?list=global2000
89,ING Group,Netherlands,$39.4 B,$5.5 B,$1,014 B,$52.7 B,https://www.forbes.com/companies/ing-group/?list=global2000
90,Lloyds Banking Group,United Kingdom,$35.2 B,$5.3 B,$1,015.8 B,$60.9 B,https://www.forbes.com/companies/lloyds-banking-group/?list=global2000
91,Eni,Italy,$89.4 B,$5 B,$139.5 B,$62.5 B,https://www.forbes.com/companies/eni/?list=global2000
92,Oracle,United States,$39.6 B,$10.8 B,$109.4 B,$186.3 B,https://www.forbes.com/companies/oracle/?list=global2000
93,China Citic Bank,China,$45.6 B,$6.8 B,$883.6 B,$42.9 B,https://www.forbes.com/companies/china-citic-bank/?list=global2000
94,China Evergrande Group,China,$71.7 B,$5.8 B,$273.8 B,$42.5 B,https://www.forbes.com/companies/china-evergrande-group/?list=global2000
95,UBS,Switzerland,$42.9 B,$4.8 B,$958.5 B,$49 B,https://www.forbes.com/companies/ubs/?list=global2000
96,AIRBUS,Netherlands,$75.2 B,$3.6 B,$131.7 B,$104.9 B,https://www.forbes.com/companies/airbus/?list=global2000
97,LukOil,Russia,$127.9 B,$9.9 B,$82.6 B,$61.1 B,https://www.forbes.com/companies/lukoil/?list=global2000
98,Prudential Financial,United States,$61.3 B,$4 B,$815.1 B,$42.4 B,https://www.forbes.com/companies/prudential-financial/?list=global2000
99,BASF,Germany,$76.2 B,$5.6 B,$103.8 B,$76.6 B,https://www.forbes.com/companies/basf/?list=global2000
100,SAIC Motor,China,$135.2 B,$5.4 B,$114 B,$51.5 B,https://www.forbes.com/companies/saic-motor/?list=global2000
101,Westpac Banking Group,Australia,$29.1 B,$6.1 B,$636.9 B,$66 B,https://www.forbes.com/companies/westpac-banking/?list=global2000
102,British American Tobacco,United Kingdom,$32.7 B,$8 B,$186.4 B,$90.9 B,https://www.forbes.com/companies/british-american-tobacco/?list=global2000
103,US Bancorp,United States,$25.7 B,$7.1 B,$475.8 B,$81.9 B,https://www.forbes.com/companies/us-bancorp/?list=global2000
104,Credit Agricole,France,$52.2 B,$4.7 B,$1,856.9 B,$38.4 B,https://www.forbes.com/companies/credit-agricole/?list=global2000
105,China Life Insurance,China,$98.3 B,$1.9 B,$474.8 B,$114.2 B,https://www.forbes.com/companies/china-life-insurance/?list=global2000
106,Unilever,Netherlands,$60.1 B,$11.1 B,$68 B,$153.6 B,https://www.forbes.com/companies/unilever/?list=global2000
107,Glencore International,Switzerland,$219.8 B,$3.3 B,$128.7 B,$60.5 B,https://www.forbes.com/companies/glencore-international/?list=global2000
108,Mitsubishi,Japan,$127.4 B,$5.3 B,$153.2 B,$42.5 B,https://www.forbes.com/companies/mitsubishi/?list=global2000
109,BHP Group,Australia,$42.6 B,$6 B,$102.4 B,$138.3 B,https://www.forbes.com/companies/bhp-group/?list=global2000
110,Ford Motor,United States,$160.3 B,$3.7 B,$256.5 B,$38.1 B,https://www.forbes.com/companies/ford-motor/?list=global2000
111,Rio Tinto,United Kingdom,$40.5 B,$13.8 B,$90.9 B,$100 B,https://www.forbes.com/companies/rio-tinto/?list=global2000
112,Prudential,United Kingdom,$33.3 B,$4 B,$633.6 B,$60.2 B,https://www.forbes.com/companies/prudential/?list=global2000
113,AIA Group,Hong Kong,$39.5 B,$3.2 B,$226.9 B,$122.2 B,https://www.forbes.com/companies/aia-group/?list=global2000
114,China Minsheng Banking,China,$46.7 B,$7.7 B,$873.2 B,$33.9 B,https://www.forbes.com/companies/china-minsheng-banking/?list=global2000
114,Sanofi,France,$40.7 B,$5.1 B,$127.4 B,$102 B,https://www.forbes.com/companies/sanofi/?list=global2000
116,Deutsche Telekom,Germany,$89.3 B,$2.6 B,$176.5 B,$79.4 B,https://www.forbes.com/companies/deutsche-telekom/?list=global2000
117,Zurich Insurance Group,Switzerland,$46.9 B,$3.7 B,$374.1 B,$47.7 B,https://www.forbes.com/companies/zurich-insurance-group/?list=global2000
118,Brookfield Asset Management,Canada,$57.6 B,$3.6 B,$256.3 B,$46 B,https://www.forbes.com/companies/brookfield-asset-management/?list=global2000
119,Merck &amp; Co.,United States,$42.3 B,$6.2 B,$82.6 B,$189.1 B,https://www.forbes.com/companies/merck-co/?list=global2000
120,ANZ,Australia,$27.5 B,$4.9 B,$682 B,$54 B,https://www.forbes.com/companies/anz/?list=global2000
121,Caterpillar,United States,$54.7 B,$6.1 B,$78.5 B,$82.5 B,https://www.forbes.com/companies/caterpillar/?list=global2000
122,Saudi Basic Industries,Saudi Arabia,$45.1 B,$5.7 B,$85.3 B,$100 B,https://www.forbes.com/companies/saudi-basic-industries/?list=global2000
123,Hon Hai Precision,Taiwan,$175.6 B,$4.3 B,$110 B,$41.2 B,https://www.forbes.com/companies/hon-hai-precision/?list=global2000
124,China Vanke,China,$41.1 B,$5 B,$222.6 B,$46.5 B,https://www.forbes.com/companies/china-vanke/?list=global2000
125,Mizuho Financial,Japan,$33.1 B,$4.6 B,$1,837.8 B,$39.8 B,https://www.forbes.com/companies/mizuho-financial/?list=global2000
126,CNOOC,Hong Kong,$33.9 B,$8 B,$98.9 B,$83.9 B,https://www.forbes.com/companies/cnooc/?list=global2000
126,Home Depot,United States,$108.2 B,$11.1 B,$44 B,$226.8 B,https://www.forbes.com/companies/home-depot/?list=global2000
126,Taiwan Semiconductor,Taiwan,$34.2 B,$11.6 B,$68 B,$222.4 B,https://www.forbes.com/companies/taiwan-semiconductor/?list=global2000
129,Country Garden Holdings,China,$56.7 B,$5.2 B,$237.4 B,$35.2 B,https://www.forbes.com/companies/country-garden-holdings/?list=global2000
130,Capital One Financial,United States,$32.7 B,$6 B,$372.5 B,$41.2 B,https://www.forbes.com/companies/capital-one-financial/?list=global2000
130,Intesa Sanpaolo,Italy,$28.1 B,$4.8 B,$900.5 B,$45.9 B,https://www.forbes.com/companies/intesa-sanpaolo/?list=global2000
132,Nissan Motor,Japan,$108.7 B,$4.4 B,$172.8 B,$33.6 B,https://www.forbes.com/companies/nissan-motor/?list=global2000
133,Coca-Cola,United States,$31.7 B,$6.4 B,$83.2 B,$203 B,https://www.forbes.com/companies/coca-cola/?list=global2000
134,Bank of Montreal,Canada,$26.2 B,$4.6 B,$614.2 B,$50.4 B,https://www.forbes.com/companies/bank-of-montreal/?list=global2000
135,BBVA-Banco Bilbao Vizcaya,Spain,$28.3 B,$5.5 B,$773.6 B,$41.6 B,https://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/?list=global2000
136,Walgreens Boots Alliance,United States,$136.1 B,$5.1 B,$70.4 B,$49.9 B,https://www.forbes.com/companies/walgreens-boots-alliance/?list=global2000
137,Chubb,Switzerland,$32.6 B,$4 B,$167.8 B,$63.5 B,https://www.forbes.com/companies/chubb/?list=global2000
138,NAB - National Australia Bank,Australia,$25.3 B,$4.2 B,$583.8 B,$50.7 B,https://www.forbes.com/companies/national-australia-bank/?list=global2000
139,Vale,Brazil,$36.8 B,$7 B,$88.2 B,$68.3 B,https://www.forbes.com/companies/vale/?list=global2000
140,China Pacific Insurance,China,$54.1 B,$2.7 B,$191.2 B,$47.9 B,https://www.forbes.com/companies/china-pacific-insurance/?list=global2000
141,Anthem,United States,$92.1 B,$3.8 B,$71.6 B,$61.6 B,https://www.forbes.com/companies/anthem/?list=global2000
141,Telefónica,Spain,$57.7 B,$3.7 B,$130.4 B,$43.3 B,https://www.forbes.com/companies/telefonica/?list=global2000
143,Christian Dior,France,$55.2 B,$3 B,$88.3 B,$89.6 B,https://www.forbes.com/companies/christian-dior/?list=global2000
144,Generali Group,Italy,$92.1 B,$2.7 B,$588.5 B,$30.1 B,https://www.forbes.com/companies/generali-group/?list=global2000
145,Iberdrola,Spain,$41.4 B,$3.6 B,$129.2 B,$55.7 B,https://www.forbes.com/companies/iberdrola/?list=global2000
146,PNC Financial Services,United States,$20.2 B,$5.3 B,$392.8 B,$60.2 B,https://www.forbes.com/companies/pnc-financial-services/?list=global2000
147,GlaxoSmithKline,United Kingdom,$41.1 B,$4.8 B,$74 B,$97.6 B,https://www.forbes.com/companies/glaxosmithkline/?list=global2000
147,Munich Re,Germany,$62.9 B,$2.7 B,$311.6 B,$36.3 B,https://www.forbes.com/companies/munich-re/?list=global2000
149,Cigna,United States,$48.6 B,$2.6 B,$154.6 B,$56.6 B,https://www.forbes.com/companies/cigna/?list=global2000
150,Medtronic,Ireland,$30.6 B,$4.9 B,$88.7 B,$113 B,https://www.forbes.com/companies/medtronic/?list=global2000
151,China Everbright Bank,China,$33.1 B,$5.1 B,$634.7 B,$31.8 B,https://www.forbes.com/companies/china-everbright-bank/?list=global2000
152,China Shenhua Energy,China,$38.4 B,$6.7 B,$85.6 B,$57.3 B,https://www.forbes.com/companies/china-shenhua-energy/?list=global2000
153,Honeywell International,United States,$40.3 B,$6.7 B,$58.6 B,$123.1 B,https://www.forbes.com/companies/honeywell-international/?list=global2000
154,Banco do Brasil,Brazil,$42 B,$3.8 B,$368.4 B,$34.5 B,https://www.forbes.com/companies/banco-do-brasil/?list=global2000
155,People's Insurance,China,$73.9 B,$2 B,$146.4 B,$54 B,https://www.forbes.com/companies/peoples-insurance/?list=global2000
156,UniCredit,Italy,$31.1 B,$4.5 B,$950.5 B,$32 B,https://www.forbes.com/companies/unicredit/?list=global2000
157,CK Hutchison,Hong Kong,$35.4 B,$5 B,$157.4 B,$40.7 B,https://www.forbes.com/companies/ck-hutchison/?list=global2000
157,Société Générale,France,$49.5 B,$4 B,$1,496.9 B,$24.5 B,https://www.forbes.com/companies/societe-generale/?list=global2000
159,ConocoPhillips,United States,$36.4 B,$6.3 B,$70 B,$74.6 B,https://www.forbes.com/companies/conocophillips/?list=global2000
159,United Parcel Service,United States,$71.9 B,$4.8 B,$50 B,$98.3 B,https://www.forbes.com/companies/united-parcel-service/?list=global2000
159,VINCI,France,$52.1 B,$3.5 B,$86.1 B,$55.8 B,https://www.forbes.com/companies/vinci/?list=global2000
162,Visa,United States,$21.3 B,$10.4 B,$71.7 B,$351.9 B,https://www.forbes.com/companies/visa/?list=global2000
163,Tokio Marine Holdings,Japan,$47.7 B,$3.1 B,$212.1 B,$35.8 B,https://www.forbes.com/companies/tokio-marine-holdings/?list=global2000
164,Bayer,Germany,$46.7 B,$2 B,$150.3 B,$64.1 B,https://www.forbes.com/companies/bayer/?list=global2000
165,PTT PCL,Thailand,$72.3 B,$3.7 B,$74.8 B,$43.8 B,https://www.forbes.com/companies/ptt-pcl/?list=global2000
166,Manulife,Canada,$28.4 B,$3.7 B,$517.8 B,$36.2 B,https://www.forbes.com/companies/manulife/?list=global2000
167,AbbVie,United States,$32.8 B,$5.7 B,$59.4 B,$114.7 B,https://www.forbes.com/companies/abbvie/?list=global2000
168,China Telecom,China,$57.1 B,$3.2 B,$96.6 B,$42.5 B,https://www.forbes.com/companies/china-telecom/?list=global2000
169,Phillips 66,United States,$111.3 B,$5.6 B,$54.3 B,$43.4 B,https://www.forbes.com/companies/phillips-66/?list=global2000
170,KDDI,Japan,$45.8 B,$5.3 B,$65.2 B,$52.5 B,https://www.forbes.com/companies/kddi/?list=global2000
171,Fiat Chrysler Automobiles,United Kingdom,$133.4 B,$4.3 B,$110.7 B,$25.6 B,https://www.forbes.com/companies/fiat-chrysler-automobiles/?list=global2000
171,Marathon Petroleum,United States,$96.1 B,$2.8 B,$92.9 B,$40.2 B,https://www.forbes.com/companies/marathon-petroleum/?list=global2000
173,Costco Wholesale,United States,$147.2 B,$3.4 B,$42.8 B,$108.1 B,https://www.forbes.com/companies/costco-wholesale/?list=global2000
174,Enbridge,Canada,$36.1 B,$2.2 B,$122.2 B,$75.3 B,https://www.forbes.com/companies/enbridge/?list=global2000
175,Amgen,United States,$23.8 B,$8.4 B,$66.4 B,$109.3 B,https://www.forbes.com/companies/amgen/?list=global2000
176,SAP,Germany,$29.1 B,$4.8 B,$58.9 B,$134.9 B,https://www.forbes.com/companies/sap/?list=global2000
177,Bank of New York Mellon,United States,$19.5 B,$4 B,$346.1 B,$46.4 B,https://www.forbes.com/companies/bank-of-ny-mellon/?list=global2000
178,Broadcom,United States,$21.3 B,$6.5 B,$72.1 B,$126.1 B,https://www.forbes.com/companies/broadcom/?list=global2000
179,SK Hynix,South Korea,$36.8 B,$14.1 B,$57.1 B,$47.6 B,https://www.forbes.com/companies/sk-hynix/?list=global2000
180,China Communications Construction,China,$73.6 B,$3 B,$139.9 B,$28.9 B,https://www.forbes.com/companies/china-communications-construction/?list=global2000
181,Lockheed Martin,United States,$53.8 B,$5 B,$44.9 B,$88.9 B,https://www.forbes.com/companies/lockheed-martin/?list=global2000
182,Itochu,Japan,$91.6 B,$4 B,$98.7 B,$27.5 B,https://www.forbes.com/companies/itochu/?list=global2000
183,Duke Energy,United States,$24.5 B,$2.7 B,$150.6 B,$64.9 B,https://www.forbes.com/companies/duke-energy/?list=global2000
184,FedEx,United States,$69.2 B,$3.6 B,$54.5 B,$51.6 B,https://www.forbes.com/companies/fedex/?list=global2000
185,Royal Bank of Scotland,United Kingdom,$22.2 B,$2.8 B,$884.2 B,$41.3 B,https://www.forbes.com/companies/royal-bank-of-scotland/?list=global2000
186,Orange,France,$48.8 B,$2.3 B,$112.3 B,$43.6 B,https://www.forbes.com/companies/orange/?list=global2000
187,Barclays,United Kingdom,$28.2 B,$2.1 B,$1,443.3 B,$38 B,https://www.forbes.com/companies/barclays/?list=global2000
188,Union Pacific,United States,$22.8 B,$6 B,$59.6 B,$125.6 B,https://www.forbes.com/companies/union-pacific/?list=global2000
189,América Móvil,Mexico,$53.1 B,$2.5 B,$72.6 B,$52.4 B,https://www.forbes.com/companies/america-movil/?list=global2000
190,Canadian Imperial Bank,Canada,$20.2 B,$3.9 B,$468 B,$36.8 B,https://www.forbes.com/companies/canadian-imperial-bank/?list=global2000
191,Credit Suisse Group,Switzerland,$34.1 B,$2.1 B,$780 B,$34.4 B,https://www.forbes.com/companies/credit-suisse-group/?list=global2000
191,Synchrony Financial,United States,undefined,$3.3 B,$105.4 B,$23.1 B,https://www.forbes.com/companies/synchrony-financial/?list=global2000
193,NextEra Energy,United States,$16.3 B,$6.7 B,$103.7 B,$90.7 B,https://www.forbes.com/companies/nextera-energy/?list=global2000
194,Deere &amp; Company,United States,$38.4 B,$3.4 B,$69.9 B,$53.8 B,https://www.forbes.com/companies/john-deere/?list=global2000
195,ArcelorMittal,Luxembourg,$76 B,$5.1 B,$91.2 B,$24 B,https://www.forbes.com/companies/arcelormittal/?list=global2000
196,Mitsui,Japan,$56.6 B,$3.5 B,$107.8 B,$27.7 B,https://www.forbes.com/companies/mitsui/?list=global2000
197,Abbott Laboratories,United States,$30.7 B,$2.6 B,$67.2 B,$129.8 B,https://www.forbes.com/companies/abbott-laboratories/?list=global2000
198,China Railway Group,China,$110.5 B,$2.6 B,$137.3 B,$24.3 B,https://www.forbes.com/companies/china-railway-group/?list=global2000
199,Gilead Sciences,United States,$22.2 B,$5.5 B,$63.7 B,$80.3 B,https://www.forbes.com/companies/gilead-sciences/?list=global2000
200,China Railway Construction,China,$109.1 B,$2.7 B,$133.7 B,$22.8 B,https://www.forbes.com/companies/china-railway-construction/?list=global2000
201,L'Oréal,France,$31.8 B,$4.6 B,$44 B,$153 B,https://www.forbes.com/companies/loreal/?list=global2000
202,Exelon,United States,$36.4 B,$2 B,$119.7 B,$47.7 B,https://www.forbes.com/companies/exelon/?list=global2000
203,Delta Air Lines,United States,$44.9 B,$4.1 B,$61.8 B,$38.1 B,https://www.forbes.com/companies/delta-air-lines/?list=global2000
204,Renault,France,$67.7 B,$3.9 B,$131.5 B,$20.9 B,https://www.forbes.com/companies/renault/?list=global2000
205,Charter Communications,United States,$43.6 B,$1.2 B,$149.1 B,$80.8 B,https://www.forbes.com/companies/charter-communications/?list=global2000
206,Micron Technology,United States,$30 B,$13.1 B,$47.5 B,$48 B,https://www.forbes.com/companies/micron-technology/?list=global2000
207,Qatar National Bank,Qatar,$16.1 B,$3.8 B,$242.3 B,$46.4 B,https://www.forbes.com/companies/qatar-national-bank/?list=global2000
